order_id,order_date,region,category,product,quantity,discount,revenue,profit,year,month,month_name,quarter,week,year_month,unit_price,profit_margin
CA-2016-112340,2016-10-21,West,Office Supplies,Paper,3,0.0,22.92,11.2308,2016,10,Oct,4,42,2016-10,7.64,11.23
US-2016-110156,2016-11-19,Central,Office Supplies,Storage,6,0.2,100.7,-16.3644,2016,11,Nov,4,46,2016-11,16.78,-16.36
US-2016-110156,2016-11-19,Central,Furniture,Furnishings,2,0.6,2.33,-0.7566,2016,11,Nov,4,46,2016-11,1.16,-0.76
US-2016-110156,2016-11-19,Central,Office Supplies,Binders,5,0.8,10.78,-17.248,2016,11,Nov,4,46,2016-11,2.16,-17.25
US-2016-110156,2016-11-19,Central,Office Supplies,Fasteners,12,0.2,58.37,21.888,2016,11,Nov,4,46,2016-11,4.86,21.89
US-2016-110156,2016-11-19,Central,Office Supplies,Envelopes,3,0.2,40.97,13.8267,2016,11,Nov,4,46,2016-11,13.66,13.83
US-2016-110156,2016-11-19,Central,Technology,Phones,5,0.2,71.96,25.186,2016,11,Nov,4,46,2016-11,14.39,25.19
US-2016-110156,2016-11-19,Central,Office Supplies,Paper,2,0.2,10.37,3.6288,2016,11,Nov,4,46,2016-11,5.18,3.63
US-2016-110156,2016-11-19,Central,Office Supplies,Binders,2,0.8,1.19,-2.0264,2016,11,Nov,4,46,2016-11,0.6,-2.03
CA-2017-140585,2017-12-18,West,Office Supplies,Binders,2,0.2,46.67,16.3352,2017,12,Dec,4,51,2017-12,23.34,16.34
CA-2017-140585,2017-12-18,West,Furniture,Bookcases,1,0.15,119.83,-12.6882,2017,12,Dec,4,51,2017-12,119.83,-12.69
CA-2017-140585,2017-12-18,West,Technology,Accessories,2,0.0,119.98,57.5904,2017,12,Dec,4,51,2017-12,59.99,57.59
CA-2016-144855,2016-07-22,West,Office Supplies,Labels,2,0.0,6.3,3.024,2016,7,Jul,3,29,2016-07,3.15,3.02
CA-2015-142755,2015-09-04,South,Office Supplies,Paper,5,0.0,279.9,137.151,2015,9,Sep,3,36,2015-09,55.98,137.15
CA-2015-142755,2015-09-04,South,Technology,Accessories,5,0.0,619.95,111.591,2015,9,Sep,3,36,2015-09,123.99,111.59
CA-2015-142755,2015-09-04,South,Office Supplies,Paper,2,0.0,4.36,2.0492,2015,9,Sep,3,36,2015-09,2.18,2.05
CA-2015-142755,2015-09-04,South,Office Supplies,Envelopes,2,0.0,15.28,7.4872,2015,9,Sep,3,36,2015-09,7.64,7.49
US-2014-147627,2014-01-20,South,Technology,Phones,7,0.0,699.93,181.9818,2014,1,Jan,1,4,2014-01,99.99,181.98
US-2014-147627,2014-01-20,South,Office Supplies,Art,7,0.0,22.96,6.6584,2014,1,Jan,1,4,2014-01,3.28,6.66
US-2014-147627,2014-01-20,South,Furniture,Furnishings,4,0.0,38.6,11.58,2014,1,Jan,1,4,2014-01,9.65,11.58
US-2014-147627,2014-01-20,South,Office Supplies,Art,3,0.0,6.63,1.7901,2014,1,Jan,1,4,2014-01,2.21,1.79
US-2014-147627,2014-01-20,South,Office Supplies,Envelopes,3,0.0,23.34,10.9698,2014,1,Jan,1,4,2014-01,7.78,10.97
US-2014-147627,2014-01-20,South,Furniture,Chairs,3,0.0,1067.94,224.2674,2014,1,Jan,1,4,2014-01,355.98,224.27
CA-2015-105970,2015-03-02,Central,Office Supplies,Art,1,0.0,10.16,2.6416,2015,3,Mar,1,10,2015-03,10.16,2.64
CA-2015-105970,2015-03-02,Central,Office Supplies,Envelopes,6,0.0,101.88,50.94,2015,3,Mar,1,10,2015-03,16.98,50.94
CA-2016-112102,2016-04-12,South,Furniture,Tables,4,0.0,343.92,75.6624,2016,4,Apr,2,15,2016-04,85.98,75.66
CA-2016-112102,2016-04-12,South,Office Supplies,Paper,1,0.0,40.99,20.0851,2016,4,Apr,2,15,2016-04,40.99,20.09
CA-2016-112102,2016-04-12,South,Office Supplies,Envelopes,5,0.0,63.9,28.755,2016,4,Apr,2,15,2016-04,12.78,28.76
US-2016-114776,2016-12-06,West,Office Supplies,Paper,3,0.0,19.44,9.3312,2016,12,Dec,4,49,2016-12,6.48,9.33
US-2016-134908,2016-06-05,East,Office Supplies,Storage,4,0.2,124.61,-23.364,2016,6,Jun,2,22,2016-06,31.15,-23.36
US-2016-134908,2016-06-05,East,Office Supplies,Labels,3,0.2,7.56,2.646,2016,6,Jun,2,22,2016-06,2.52,2.65
US-2016-148803,2016-12-11,South,Office Supplies,Storage,3,0.2,85.22,7.4571,2016,12,Dec,4,49,2016-12,28.41,7.46
CA-2016-152170,2016-11-12,Central,Office Supplies,Envelopes,8,0.0,287.52,129.384,2016,11,Nov,4,45,2016-11,35.94,129.38
CA-2016-152170,2016-11-12,Central,Office Supplies,Appliances,2,0.0,37.68,10.5504,2016,11,Nov,4,45,2016-11,18.84,10.55
CA-2016-152170,2016-11-12,Central,Office Supplies,Paper,2,0.0,19.98,8.991,2016,11,Nov,4,45,2016-11,9.99,8.99
CA-2016-152170,2016-11-12,Central,Office Supplies,Art,7,0.0,20.58,5.5566,2016,11,Nov,4,45,2016-11,2.94,5.56
CA-2016-152170,2016-11-12,Central,Office Supplies,Binders,2,0.0,17.38,8.69,2016,11,Nov,4,45,2016-11,8.69,8.69
CA-2014-146969,2014-09-29,West,Furniture,Furnishings,2,0.0,204.6,53.196,2014,9,Sep,3,40,2014-09,102.3,53.2
CA-2014-146969,2014-09-29,West,Office Supplies,Fasteners,4,0.0,8.72,2.8776,2014,9,Sep,3,40,2014-09,2.18,2.88
CA-2014-146969,2014-09-29,West,Office Supplies,Paper,1,0.0,6.48,3.1104,2014,9,Sep,3,40,2014-09,6.48,3.11
CA-2014-146969,2014-09-29,West,Technology,Machines,2,0.2,686.32,223.054,2014,9,Sep,3,40,2014-09,343.16,223.05
CA-2014-146969,2014-09-29,West,Office Supplies,Storage,1,0.0,62.18,16.7886,2014,9,Sep,3,40,2014-09,62.18,16.79
CA-2015-112452,2015-04-04,Central,Office Supplies,Appliances,2,0.1,644.08,107.346,2015,4,Apr,2,14,2015-04,322.04,107.35
CA-2015-112452,2015-04-04,Central,Office Supplies,Fasteners,2,0.0,5.84,2.628,2015,4,Apr,2,14,2015-04,2.92,2.63
CA-2015-112452,2015-04-04,Central,Office Supplies,Binders,2,0.0,12.76,5.8696,2015,4,Apr,2,14,2015-04,6.38,5.87
CA-2015-112452,2015-04-04,Central,Technology,Phones,1,0.0,10.95,0.438,2015,4,Apr,2,14,2015-04,10.95,0.44
CA-2015-112452,2015-04-04,Central,Technology,Copiers,2,0.0,599.98,209.993,2015,4,Apr,2,14,2015-04,299.99,209.99
CA-2015-113971,2015-05-08,East,Furniture,Furnishings,6,0.2,8.35,1.2528,2015,5,May,2,19,2015-05,1.39,1.25
CA-2017-160395,2016-12-31,West,Office Supplies,Art,2,0.0,3.64,1.638,2016,12,Dec,4,52,2016-12,1.82,1.64
CA-2017-160395,2016-12-31,West,Office Supplies,Binders,7,0.2,159.77,53.9217,2016,12,Dec,4,52,2016-12,22.82,53.92
CA-2014-136567,2014-12-20,South,Office Supplies,Storage,2,0.0,122.48,0.0,2014,12,Dec,4,51,2014-12,61.24,0.0
CA-2014-136567,2014-12-20,South,Furniture,Tables,7,0.0,2244.48,493.7856,2014,12,Dec,4,51,2014-12,320.64,493.79
CA-2014-136567,2014-12-20,South,Office Supplies,Binders,3,0.0,62.31,29.2857,2014,12,Dec,4,51,2014-12,20.77,29.29
CA-2014-136567,2014-12-20,South,Furniture,Tables,2,0.0,455.1,100.122,2014,12,Dec,4,51,2014-12,227.55,100.12
CA-2016-149314,2016-07-02,West,Furniture,Chairs,1,0.2,195.18,19.5184,2016,7,Jul,3,26,2016-07,195.18,19.52
CA-2017-147039,2017-06-29,Central,Office Supplies,Appliances,3,0.0,362.94,90.735,2017,6,Jun,2,26,2017-06,120.98,90.74
CA-2017-147039,2017-06-29,Central,Office Supplies,Binders,2,0.0,11.54,5.77,2017,6,Jun,2,26,2017-06,5.77,5.77
CA-2014-126522,2014-09-01,West,Office Supplies,Art,3,0.0,53.94,15.6426,2014,9,Sep,3,36,2014-09,17.98,15.64
CA-2014-127964,2014-03-03,East,Technology,Phones,1,0.0,9.99,4.5954,2014,3,Mar,1,10,2014-03,9.99,4.6
CA-2014-127964,2014-03-03,East,Office Supplies,Binders,3,0.2,125.76,40.872,2014,3,Mar,1,10,2014-03,41.92,40.87
CA-2014-127964,2014-03-03,East,Office Supplies,Binders,5,0.2,25.32,9.1785,2014,3,Mar,1,10,2014-03,5.06,9.18
CA-2014-117709,2014-05-04,Central,Office Supplies,Binders,4,0.0,46.8,21.06,2014,5,May,2,18,2014-05,11.7,21.06
CA-2015-125416,2015-11-02,West,Technology,Accessories,9,0.0,447.93,49.2723,2015,11,Nov,4,45,2015-11,49.77,49.27
CA-2017-145226,2017-12-08,East,Furniture,Furnishings,2,0.0,109.48,33.9388,2017,12,Dec,4,49,2017-12,54.74,33.94
CA-2017-145226,2017-12-08,East,Office Supplies,Storage,3,0.0,272.94,0.0,2017,12,Dec,4,49,2017-12,90.98,0.0
CA-2017-145226,2017-12-08,East,Office Supplies,Paper,3,0.0,19.44,9.3312,2017,12,Dec,4,49,2017-12,6.48,9.33
CA-2017-145226,2017-12-08,East,Office Supplies,Storage,4,0.0,31.92,8.2992,2017,12,Dec,4,49,2017-12,7.98,8.3
US-2014-100279,2014-03-10,Central,Office Supplies,Paper,2,0.0,22.38,10.7424,2014,3,Mar,1,11,2014-03,11.19,10.74
CA-2014-158064,2014-04-21,West,Office Supplies,Binders,5,0.2,16.52,5.5755,2014,4,Apr,2,17,2014-04,3.3,5.58
US-2015-104430,2015-10-22,Central,Office Supplies,Binders,4,0.8,5.18,-7.764,2015,10,Oct,4,43,2015-10,1.3,-7.76
CA-2015-132080,2015-08-22,East,Office Supplies,Binders,6,0.2,50.11,16.2864,2015,8,Aug,3,34,2015-08,8.35,16.29
CA-2016-161207,2016-08-29,East,Office Supplies,Supplies,3,0.0,27.93,8.0997,2016,8,Aug,3,35,2016-08,9.31,8.1
CA-2014-120243,2014-12-27,West,Office Supplies,Labels,4,0.0,11.56,5.4332,2014,12,Dec,4,52,2014-12,2.89,5.43
CA-2016-113621,2016-12-01,East,Furniture,Chairs,2,0.0,172.5,51.75,2016,12,Dec,4,48,2016-12,86.25,51.75
CA-2016-113621,2016-12-01,East,Technology,Phones,3,0.0,179.97,44.9925,2016,12,Dec,4,48,2016-12,59.99,44.99
CA-2016-168081,2016-04-24,Central,Technology,Accessories,3,0.2,258.7,64.674,2016,4,Apr,2,16,2016-04,86.23,64.67
CA-2014-128146,2014-06-21,East,Technology,Phones,7,0.0,1322.93,357.1911,2014,6,Jun,2,25,2014-06,188.99,357.19
CA-2014-128146,2014-06-21,East,Office Supplies,Art,2,0.0,3.76,1.0904,2014,6,Jun,2,25,2014-06,1.88,1.09
CA-2017-138779,2017-01-14,South,Office Supplies,Envelopes,1,0.2,21.74,7.3386,2017,1,Jan,1,2,2017-01,21.74,7.34
CA-2017-138779,2017-01-14,South,Technology,Phones,5,0.2,7.92,0.693,2017,1,Jan,1,2,2017-01,1.58,0.69
CA-2014-127131,2014-11-24,West,Office Supplies,Binders,7,0.2,12.1,4.2336,2014,11,Nov,4,48,2014-11,1.73,4.23
CA-2014-127131,2014-11-24,West,Office Supplies,Storage,6,0.0,485.88,9.7176,2014,11,Nov,4,48,2014-11,80.98,9.72
CA-2014-127131,2014-11-24,West,Office Supplies,Paper,4,0.0,25.92,12.4416,2014,11,Nov,4,48,2014-11,6.48,12.44
CA-2014-127131,2014-11-24,West,Office Supplies,Storage,2,0.0,197.58,53.3466,2014,11,Nov,4,48,2014-11,98.79,53.35
CA-2017-117212,2017-02-26,West,Office Supplies,Appliances,4,0.0,81.92,22.1184,2017,2,Feb,1,8,2017-02,20.48,22.12
CA-2017-117212,2017-02-26,West,Technology,Phones,8,0.2,889.54,66.7152,2017,2,Feb,1,8,2017-02,111.19,66.72
CA-2017-117212,2017-02-26,West,Furniture,Chairs,3,0.2,892.22,89.2224,2017,2,Feb,1,8,2017-02,297.41,89.22
CA-2017-117212,2017-02-26,West,Office Supplies,Paper,4,0.0,223.92,109.7208,2017,2,Feb,1,8,2017-02,55.98,109.72
CA-2017-117212,2017-02-26,West,Office Supplies,Paper,4,0.0,23.12,11.3288,2017,2,Feb,1,8,2017-02,5.78,11.33
US-2015-130519,2015-09-15,South,Office Supplies,Paper,3,0.2,15.55,5.4432,2015,9,Sep,3,38,2015-09,5.18,5.44
US-2015-130519,2015-09-15,South,Furniture,Furnishings,4,0.2,15.71,2.5532,2015,9,Sep,3,38,2015-09,3.93,2.55
US-2015-130519,2015-09-15,South,Office Supplies,Storage,2,0.2,24.67,2.1588,2015,9,Sep,3,38,2015-09,12.34,2.16
US-2015-130519,2015-09-15,South,Furniture,Furnishings,1,0.2,55.97,-2.0988,2015,9,Sep,3,38,2015-09,55.97,-2.1
CA-2016-130946,2016-04-08,Central,Technology,Accessories,9,0.2,431.93,64.7892,2016,4,Apr,2,14,2016-04,47.99,64.79
CA-2016-130946,2016-04-08,Central,Furniture,Chairs,4,0.3,95.98,-4.1136,2016,4,Apr,2,14,2016-04,24.0,-4.11
CA-2016-130946,2016-04-08,Central,Office Supplies,Binders,4,0.8,1088.79,-1850.9464,2016,4,Apr,2,14,2016-04,272.2,-1850.95
CA-2016-114727,2016-07-18,West,Furniture,Chairs,3,0.2,544.01,40.8006,2016,7,Jul,3,29,2016-07,181.34,40.8
CA-2016-114727,2016-07-18,West,Office Supplies,Binders,3,0.7,1.87,-1.4352,2016,7,Jul,3,29,2016-07,0.62,-1.44
CA-2016-114727,2016-07-18,West,Furniture,Chairs,3,0.2,854.35,10.6794,2016,7,Jul,3,29,2016-07,284.78,10.68
CA-2016-114727,2016-07-18,West,Office Supplies,Storage,2,0.2,593.57,0.0,2016,7,Jul,3,29,2016-07,296.79,0.0
CA-2016-114727,2016-07-18,West,Office Supplies,Storage,3,0.2,338.04,-33.804,2016,7,Jul,3,29,2016-07,112.68,-33.8
CA-2017-133235,2017-08-01,South,Technology,Phones,5,0.2,271.96,16.9975,2017,8,Aug,3,31,2017-08,54.39,17.0
CA-2016-137050,2016-07-14,East,Office Supplies,Storage,1,0.0,11.21,3.363,2016,7,Jul,3,28,2016-07,11.21,3.36
CA-2016-137050,2016-07-14,East,Office Supplies,Binders,3,0.2,9.14,3.2004,2016,7,Jul,3,28,2016-07,3.05,3.2
CA-2016-137050,2016-07-14,East,Office Supplies,Fasteners,7,0.0,14.07,6.8943,2016,7,Jul,3,28,2016-07,2.01,6.89
CA-2016-137050,2016-07-14,East,Office Supplies,Art,7,0.0,41.86,10.465,2016,7,Jul,3,28,2016-07,5.98,10.46
CA-2016-137050,2016-07-14,East,Office Supplies,Binders,2,0.2,8.54,2.8836,2016,7,Jul,3,28,2016-07,4.27,2.88
CA-2016-137050,2016-07-14,East,Furniture,Bookcases,4,0.2,579.14,21.7176,2016,7,Jul,3,28,2016-07,144.78,21.72
US-2017-118087,2017-09-09,East,Furniture,Chairs,2,0.3,141.37,-48.4704,2017,9,Sep,3,36,2017-09,70.68,-48.47
US-2017-118087,2017-09-09,East,Office Supplies,Binders,2,0.7,3.04,-2.3276,2017,9,Sep,3,36,2017-09,1.52,-2.33
US-2017-118087,2017-09-09,East,Office Supplies,Binders,1,0.7,4.5,-3.6024,2017,9,Sep,3,36,2017-09,4.5,-3.6
US-2017-118087,2017-09-09,East,Office Supplies,Art,1,0.2,4.67,1.5768,2017,9,Sep,3,36,2017-09,4.67,1.58
US-2017-118087,2017-09-09,East,Technology,Accessories,3,0.2,95.88,28.764,2017,9,Sep,3,36,2017-09,31.96,28.76
US-2017-118087,2017-09-09,East,Furniture,Furnishings,2,0.2,17.02,1.7024,2017,9,Sep,3,36,2017-09,8.51,1.7
US-2017-118087,2017-09-09,East,Technology,Accessories,3,0.2,258.7,64.674,2017,9,Sep,3,36,2017-09,86.23,64.67
US-2017-118087,2017-09-09,East,Technology,Phones,7,0.4,1931.96,-386.3916,2017,9,Sep,3,36,2017-09,275.99,-386.39
CA-2014-110184,2014-07-12,West,Office Supplies,Storage,9,0.0,249.75,44.955,2014,7,Jul,3,28,2014-07,27.75,44.96
CA-2014-110184,2014-07-12,West,Technology,Phones,8,0.2,255.94,28.7928,2014,7,Jul,3,28,2014-07,31.99,28.79
CA-2016-126004,2016-12-04,East,Furniture,Furnishings,3,0.0,113.79,20.4822,2016,12,Dec,4,48,2016-12,37.93,20.48
CA-2016-126004,2016-12-04,East,Technology,Accessories,1,0.0,78.15,34.386,2016,12,Dec,4,48,2016-12,78.15,34.39
CA-2016-126004,2016-12-04,East,Office Supplies,Binders,1,0.2,1.73,0.6048,2016,12,Dec,4,48,2016-12,1.73,0.6
CA-2016-126004,2016-12-04,East,Office Supplies,Paper,4,0.0,40.56,19.8744,2016,12,Dec,4,48,2016-12,10.14,19.87
CA-2016-126004,2016-12-04,East,Office Supplies,Storage,3,0.0,182.94,3.6588,2016,12,Dec,4,48,2016-12,60.98,3.66
CA-2016-126004,2016-12-04,East,Office Supplies,Storage,2,0.0,193.86,11.6316,2016,12,Dec,4,48,2016-12,96.93,11.63
CA-2017-100013,2017-11-06,West,Office Supplies,Envelopes,2,0.0,15.28,7.4872,2017,11,Nov,4,45,2017-11,7.64,7.49
CA-2017-100013,2017-11-06,West,Furniture,Furnishings,1,0.0,8.73,2.9682,2017,11,Nov,4,45,2017-11,8.73,2.97
CA-2017-100013,2017-11-06,West,Office Supplies,Art,2,0.0,5.68,1.7608,2017,11,Nov,4,45,2017-11,2.84,1.76
CA-2015-132570,2015-10-31,East,Office Supplies,Art,2,0.0,2.78,0.7228,2015,10,Oct,4,44,2015-10,1.39,0.72
CA-2015-132570,2015-10-31,East,Office Supplies,Envelopes,2,0.0,79.96,35.982,2015,10,Oct,4,44,2015-10,39.98,35.98
CA-2016-153682,2016-05-30,East,Technology,Copiers,2,0.4,839.99,69.999,2016,5,May,2,22,2016-05,420.0,70.0
CA-2016-144344,2016-10-28,South,Furniture,Furnishings,3,0.2,47.95,13.7862,2016,10,Oct,4,43,2016-10,15.98,13.79
CA-2016-144344,2016-10-28,South,Office Supplies,Binders,5,0.7,37.42,-29.94,2016,10,Oct,4,43,2016-10,7.48,-29.94
CA-2016-144344,2016-10-28,South,Furniture,Furnishings,2,0.2,63.97,0.0,2016,10,Oct,4,43,2016-10,31.98,0.0
CA-2016-144344,2016-10-28,South,Furniture,Furnishings,3,0.2,165.05,41.262,2016,10,Oct,4,43,2016-10,55.02,41.26
CA-2014-127012,2014-08-11,West,Furniture,Furnishings,1,0.0,12.35,5.434,2014,8,Aug,3,33,2014-08,12.35,5.43
CA-2014-127012,2014-08-11,West,Office Supplies,Art,1,0.0,40.97,10.6522,2014,8,Aug,3,33,2014-08,40.97,10.65
CA-2014-127012,2014-08-11,West,Office Supplies,Fasteners,2,0.0,22.96,10.7912,2014,8,Aug,3,33,2014-08,11.48,10.79
CA-2016-128727,2016-08-29,East,Technology,Phones,4,0.0,22.0,5.5,2016,8,Aug,3,35,2016-08,5.5,5.5
US-2016-162859,2016-02-15,East,Office Supplies,Binders,3,0.2,398.35,124.485,2016,2,Feb,1,7,2016-02,132.78,124.48
US-2016-162859,2016-02-15,East,Office Supplies,Fasteners,4,0.0,8.72,3.5752,2016,2,Feb,1,7,2016-02,2.18,3.58
CA-2017-133641,2017-05-14,South,Office Supplies,Envelopes,9,0.0,48.69,23.8581,2017,5,May,2,19,2017-05,5.41,23.86
CA-2014-168494,2014-12-12,West,Furniture,Tables,6,0.2,764.69,95.586,2014,12,Dec,4,50,2014-12,127.45,95.59
CA-2014-168494,2014-12-12,West,Furniture,Tables,12,0.2,3610.85,135.4068,2014,12,Dec,4,50,2014-12,300.9,135.41
CA-2014-168494,2014-12-12,West,Furniture,Bookcases,3,0.15,254.97,11.9988,2014,12,Dec,4,50,2014-12,84.99,12.0
CA-2017-115602,2017-12-18,East,Office Supplies,Art,6,0.0,38.82,17.469,2017,12,Dec,4,51,2017-12,6.47,17.47
CA-2017-115602,2017-12-18,East,Furniture,Chairs,9,0.1,1141.94,139.5702,2017,12,Dec,4,51,2017-12,126.88,139.57
CA-2017-115602,2017-12-18,East,Office Supplies,Appliances,13,0.0,1704.56,511.368,2017,12,Dec,4,51,2017-12,131.12,511.37
CA-2017-115602,2017-12-18,East,Office Supplies,Art,2,0.0,3.2,1.376,2017,12,Dec,4,51,2017-12,1.6,1.38
CA-2015-154956,2015-07-04,Central,Technology,Phones,4,0.0,1099.96,285.9896,2015,7,Jul,3,27,2015-07,274.99,285.99
CA-2017-144638,2017-03-10,East,Office Supplies,Art,2,0.2,5.25,0.5904,2017,3,Mar,1,10,2017-03,2.62,0.59
CA-2017-144638,2017-03-10,East,Technology,Phones,3,0.4,35.91,-8.379,2017,3,Mar,1,10,2017-03,11.97,-8.38
CA-2017-144638,2017-03-10,East,Furniture,Furnishings,1,0.2,6.7,0.5022,2017,3,Mar,1,10,2017-03,6.7,0.5
CA-2017-144638,2017-03-10,East,Furniture,Furnishings,2,0.2,43.87,11.5164,2017,3,Mar,1,10,2017-03,21.94,11.52
US-2016-168620,2016-12-24,South,Office Supplies,Binders,3,0.7,27.88,-20.4468,2016,12,Dec,4,51,2016-12,9.29,-20.45
US-2016-168620,2016-12-24,South,Office Supplies,Storage,3,0.2,540.05,-47.2542,2016,12,Dec,4,51,2016-12,180.02,-47.25
US-2016-168620,2016-12-24,South,Technology,Accessories,8,0.2,255.68,76.704,2016,12,Dec,4,51,2016-12,31.96,76.7
CA-2017-117079,2017-10-23,South,Technology,Phones,3,0.2,863.88,107.985,2017,10,Oct,4,43,2017-10,287.96,107.98
US-2016-144393,2016-10-28,South,Office Supplies,Binders,4,0.7,17.62,-14.0928,2016,10,Oct,4,43,2016-10,4.4,-14.09
CA-2017-105053,2017-07-07,East,Office Supplies,Binders,3,0.2,17.47,6.3336,2017,7,Jul,3,27,2017-07,5.82,6.33
CA-2016-155992,2016-10-01,Central,Technology,Phones,2,0.0,69.9,18.873,2016,10,Oct,4,39,2016-10,34.95,18.87
CA-2016-155992,2016-10-01,Central,Furniture,Furnishings,5,0.0,41.85,10.881,2016,10,Oct,4,39,2016-10,8.37,10.88
CA-2017-110380,2017-09-02,West,Office Supplies,Art,3,0.0,6.57,1.7739,2017,9,Sep,3,35,2017-09,2.19,1.77
US-2014-167738,2014-12-24,West,Office Supplies,Storage,1,0.0,142.86,41.4294,2014,12,Dec,4,52,2014-12,142.86,41.43
US-2014-167738,2014-12-24,West,Furniture,Chairs,6,0.2,292.27,18.267,2014,12,Dec,4,52,2014-12,48.71,18.27
CA-2017-121412,2017-09-23,West,Furniture,Furnishings,3,0.2,29.33,3.666,2017,9,Sep,3,38,2017-09,9.78,3.67
CA-2017-100426,2017-06-04,South,Office Supplies,Paper,2,0.0,12.48,5.616,2017,6,Jun,2,22,2017-06,6.24,5.62
US-2016-103646,2016-04-21,Central,Office Supplies,Storage,4,0.2,102.34,-12.792,2016,4,Apr,2,16,2016-04,25.58,-12.79
US-2016-103646,2016-04-21,Central,Office Supplies,Appliances,3,0.8,48.79,-126.8592,2016,4,Apr,2,16,2016-04,16.26,-126.86
US-2016-103646,2016-04-21,Central,Office Supplies,Binders,8,0.8,44.85,-67.272,2016,4,Apr,2,16,2016-04,5.61,-67.27
CA-2016-119186,2016-05-26,Central,Office Supplies,Paper,2,0.2,10.37,3.6288,2016,5,May,2,21,2016-05,5.18,3.63
CA-2016-119186,2016-05-26,Central,Furniture,Chairs,5,0.3,388.43,-88.784,2016,5,May,2,21,2016-05,77.69,-88.78
CA-2016-119186,2016-05-26,Central,Office Supplies,Paper,3,0.2,14.35,5.2026,2016,5,May,2,21,2016-05,4.78,5.2
CA-2016-119186,2016-05-26,Central,Technology,Accessories,1,0.2,63.99,-7.1991,2016,5,May,2,21,2016-05,63.99,-7.2
CA-2016-148698,2016-05-02,Central,Office Supplies,Art,3,0.2,86.35,5.397,2016,5,May,2,18,2016-05,28.78,5.4
CA-2014-163293,2014-09-08,South,Technology,Accessories,3,0.0,32.97,12.8583,2014,9,Sep,3,37,2014-09,10.99,12.86
CA-2014-163293,2014-09-08,South,Technology,Accessories,4,0.0,83.88,30.1968,2014,9,Sep,3,37,2014-09,20.97,30.2
CA-2016-160815,2016-09-05,Central,Technology,Phones,3,0.0,278.4,80.736,2016,9,Sep,3,36,2016-09,92.8,80.74
CA-2017-122154,2017-04-09,South,Office Supplies,Labels,3,0.2,15.12,4.914,2017,4,Apr,2,14,2017-04,5.04,4.91
CA-2017-122154,2017-04-09,South,Office Supplies,Binders,1,0.7,17.43,-13.363,2017,4,Apr,2,14,2017-04,17.43,-13.36
CA-2017-122154,2017-04-09,South,Office Supplies,Paper,3,0.2,251.64,88.074,2017,4,Apr,2,14,2017-04,83.88,88.07
US-2015-149692,2015-12-06,Central,Office Supplies,Binders,7,0.8,2.77,-4.851,2015,12,Dec,4,49,2015-12,0.4,-4.85
CA-2016-119445,2016-06-26,East,Office Supplies,Storage,5,0.0,14.9,1.043,2016,6,Jun,2,25,2016-06,2.98,1.04
CA-2015-124268,2015-07-04,East,Office Supplies,Art,3,0.0,15.48,4.4892,2015,7,Jul,3,27,2015-07,5.16,4.49
CA-2016-154711,2016-11-22,East,Furniture,Furnishings,2,0.0,39.88,11.1664,2016,11,Nov,4,47,2016-11,19.94,11.17
CA-2016-154711,2016-11-22,East,Office Supplies,Binders,4,0.2,12.19,4.1148,2016,11,Nov,4,47,2016-11,3.05,4.11
CA-2016-154711,2016-11-22,East,Office Supplies,Art,3,0.0,20.82,7.4952,2016,11,Nov,4,47,2016-11,6.94,7.5
CA-2016-163384,2016-11-10,West,Office Supplies,Binders,4,0.2,13.22,4.4604,2016,11,Nov,4,45,2016-11,3.3,4.46
CA-2016-163384,2016-11-10,West,Office Supplies,Paper,5,0.0,32.4,15.552,2016,11,Nov,4,45,2016-11,6.48,15.55
CA-2015-101707,2015-08-27,West,Office Supplies,Supplies,3,0.0,32.94,9.2232,2015,8,Aug,3,35,2015-08,10.98,9.22
CA-2015-101707,2015-08-27,West,Office Supplies,Paper,5,0.0,114.2,52.532,2015,8,Aug,3,35,2015-08,22.84,52.53
CA-2015-101707,2015-08-27,West,Office Supplies,Labels,1,0.0,3.08,1.4784,2015,8,Aug,3,35,2015-08,3.08,1.48
CA-2015-138898,2015-05-25,West,Office Supplies,Appliances,13,0.2,845.73,84.5728,2015,5,May,2,22,2015-05,65.06,84.57
CA-2017-115427,2017-12-30,West,Office Supplies,Binders,2,0.2,13.9,4.5188,2017,12,Dec,4,52,2017-12,6.95,4.52
CA-2017-115427,2017-12-30,West,Office Supplies,Binders,2,0.2,20.72,6.475,2017,12,Dec,4,52,2017-12,10.36,6.48
CA-2016-134425,2016-12-08,Central,Technology,Phones,5,0.0,114.95,2.299,2016,12,Dec,4,49,2016-12,22.99,2.3
CA-2015-121391,2015-10-04,West,Office Supplies,Storage,2,0.0,26.96,7.0096,2015,10,Oct,4,40,2015-10,13.48,7.01
CA-2016-137043,2016-12-23,South,Furniture,Furnishings,6,0.0,572.76,166.1004,2016,12,Dec,4,51,2016-12,95.46,166.1
CA-2016-137043,2016-12-23,South,Furniture,Furnishings,3,0.0,286.38,83.0502,2016,12,Dec,4,51,2016-12,95.46,83.05
CA-2015-115847,2015-09-19,South,Furniture,Bookcases,2,0.0,61.96,4.3372,2015,9,Sep,3,38,2015-09,30.98,4.34
US-2017-126179,2017-07-03,South,Furniture,Furnishings,1,0.0,23.99,5.5177,2017,7,Jul,3,27,2017-07,23.99,5.52
